activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,3500051,[],CHEMBL1260324,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells at 10 uM,B,BAO_0000192,BAO_0000219,cell-based format,Nc1nc2c(cnn2CCCc3ccc(O)cc3)c4nc(nn14)c5occc5,,,CHEMBL1255545,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '19.49', 'le': '0.36', 'lle': '4.67', 'sei': '6.08'}",CHEMBL67026,,CHEMBL67026,7.32,False,http://www.openphacts.org/units/Nanomolar,962894,=,1,True,=,,Ki,nM,,48.3,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,48.3
,3500052,[],CHEMBL1260324,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells at 10 uM,B,BAO_0000192,BAO_0000219,cell-based format,CCOc1ccc(CCCn2ncc3c2nc(N)n4nc(nc34)c5occc5)cc1,,,CHEMBL1255545,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '18.24', 'le': '0.33', 'lle': '4.01', 'sei': '6.73'}",CHEMBL1258076,,CHEMBL1258076,7.36,False,http://www.openphacts.org/units/Nanomolar,963019,=,1,True,=,,Ki,nM,,43.9,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,43.9
,3500053,[],CHEMBL1260324,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells at 10 uM,B,BAO_0000192,BAO_0000219,cell-based format,Nc1nc2c(cnn2CCCc3ccc(OCCF)cc3)c4nc(nn14)c5occc5,,,CHEMBL1255545,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '18.76', 'le': '0.35', 'lle': '4.61', 'sei': '7.23'}",CHEMBL1258077,,CHEMBL1258077,7.91,False,http://www.openphacts.org/units/Nanomolar,963020,=,1,True,=,,Ki,nM,,12.4,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,12.4
,3500054,[],CHEMBL1260324,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells at 10 uM,B,BAO_0000192,BAO_0000219,cell-based format,CCCOc1ccc(CCCn2ncc3c2nc(N)n4nc(nc34)c5occc5)cc1,,,CHEMBL1255545,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '19', 'le': '0.35', 'lle': '4.19', 'sei': '7.26'}",CHEMBL1258191,,CHEMBL1258191,7.93,False,http://www.openphacts.org/units/Nanomolar,963145,=,1,True,=,,Ki,nM,,11.7,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,11.7
,3500055,[],CHEMBL1260324,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells at 10 uM,B,BAO_0000192,BAO_0000219,cell-based format,CC(C)Oc1ccc(CCCn2ncc3c2nc(N)n4nc(nc34)c5occc5)cc1,,,CHEMBL1255545,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '18.87', 'le': '0.35', 'lle': '4.14', 'sei': '7.21'}",CHEMBL1258192,,CHEMBL1258192,7.88,False,http://www.openphacts.org/units/Nanomolar,963146,=,1,True,=,,Ki,nM,,13.3,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,13.3
,3500056,[],CHEMBL1260324,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells at 10 uM,B,BAO_0000192,BAO_0000219,cell-based format,CCC(C)Oc1ccc(CCCn2ncc3c2nc(N)n4nc(nc34)c5occc5)cc1,,,CHEMBL1255545,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '17.74', 'le': '0.33', 'lle': '3.53', 'sei': '7'}",CHEMBL1258306,,CHEMBL1258306,7.66,False,http://www.openphacts.org/units/Nanomolar,963272,=,1,True,=,,Ki,nM,,22.1,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,22.1
,3500057,[],CHEMBL1260324,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells at 10 uM,B,BAO_0000192,BAO_0000219,cell-based format,Nc1nc2c(cnn2CCCc3ccc(OCC=C)cc3)c4nc(nn14)c5occc5,,,CHEMBL1255545,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '19.37', 'le': '0.35', 'lle': '4.54', 'sei': '7.36'}",CHEMBL1258307,,CHEMBL1258307,8.05,False,http://www.openphacts.org/units/Nanomolar,963273,=,1,True,=,,Ki,nM,,9,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,9
,3500058,[],CHEMBL1260324,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells at 10 uM,B,BAO_0000192,BAO_0000219,cell-based format,Nc1nc2c(cnn2CCCc3ccc(OCCC=C)cc3)c4nc(nn14)c5occc5,,,CHEMBL1255545,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '18.26', 'le': '0.33', 'lle': '3.94', 'sei': '7.18'}",CHEMBL1258418,,CHEMBL1258418,7.84,False,http://www.openphacts.org/units/Nanomolar,963394,=,1,True,=,,Ki,nM,,14.4,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,14.4
,3500059,[],CHEMBL1260324,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells at 10 uM,B,BAO_0000192,BAO_0000219,cell-based format,Nc1nc2c(cnn2CCCc3ccc(O\C=C\c4ccccc4)cc3)c5nc(nn15)c6occc6,,,CHEMBL1255545,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '13.64', 'le': '0.25', 'lle': '1.51', 'sei': '5.96'}",CHEMBL1258419,,CHEMBL1258419,6.51,False,http://www.openphacts.org/units/Nanomolar,963395,=,1,True,=,,Ki,nM,,308,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,308
,3500060,[],CHEMBL1260324,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells at 10 uM,B,BAO_0000192,BAO_0000219,cell-based format,Nc1nc2c(cnn2CCCc3ccc(OCCc4ccccc4)cc3)c5nc(nn15)c6occc6,,,CHEMBL1255545,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '14.81', 'le': '0.27', 'lle': '2.53', 'sei': '6.5'}",CHEMBL1258525,,CHEMBL1258525,7.1,False,http://www.openphacts.org/units/Nanomolar,963521,=,1,True,=,,Ki,nM,,78.9,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,78.9
,3500061,[],CHEMBL1260324,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells at 10 uM,B,BAO_0000192,BAO_0000219,cell-based format,Nc1nc2c(cnn2CCCc3ccc(OCCO)cc3)c4nc(nn14)c5occc5,,,CHEMBL1255545,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '18.17', 'le': '0.34', 'lle': '5.3', 'sei': '5.88'}",CHEMBL1258526,,CHEMBL1258526,7.62,False,http://www.openphacts.org/units/Nanomolar,963522,=,1,True,=,,Ki,nM,,23.9,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,23.9
,3500062,[],CHEMBL1260324,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells at 10 uM,B,BAO_0000192,BAO_0000219,cell-based format,CS(=O)(=O)OCCOc1ccc(CCCn2ncc3c2nc(N)n4nc(nc34)c5occc5)cc1,,,CHEMBL1255545,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '14.75', 'le': '0.29', 'lle': '5.04', 'sei': '4.81'}",CHEMBL1258642,,CHEMBL1258642,7.34,False,http://www.openphacts.org/units/Nanomolar,963649,=,1,True,=,,Ki,nM,,45.7,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,45.7
,3524879,[],CHEMBL1273565,Displacement of [3H]SCH58261 from human recombinant A2A receptor expressed in HEK293 cells,B,BAO_0000192,BAO_0000219,cell-based format,COCCCn1c(NC(=O)c2cccc(c2)C#N)nc3cc(ccc13)C(=O)NCc4cccc(OC)c4,,,CHEMBL1268900,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '14.75', 'le': '0.27', 'lle': '3.2', 'sei': '6.2'}",CHEMBL1269898,,CHEMBL1269898,7.34,False,http://www.openphacts.org/units/Nanomolar,965386,=,1,True,=,,Ki,nM,,46,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,46
,3524880,[],CHEMBL1273565,Displacement of [3H]SCH58261 from human recombinant A2A receptor expressed in HEK293 cells,B,BAO_0000192,BAO_0000219,cell-based format,COCCCn1c(N)nc2cc(ccc12)C(=O)NCc3cccc(OC)c3,,,CHEMBL1268900,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '14.03', 'le': '0.26', 'lle': '2.58', 'sei': '5.66'}",CHEMBL1269899,,CHEMBL1269899,5.17,False,http://www.openphacts.org/units/Nanomolar,965387,=,1,True,=,,Ki,nM,,6770,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,6770
,3524881,[],CHEMBL1273565,Displacement of [3H]SCH58261 from human recombinant A2A receptor expressed in HEK293 cells,B,BAO_0000192,BAO_0000219,cell-based format,COCCCn1c(NC(=O)c2cccc(F)c2)nc3cc(ccc13)C(=O)NCc4cccc(OC)c4,,,CHEMBL1268900,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '13.61', 'le': '0.25', 'lle': '2.28', 'sei': '7.07'}",CHEMBL1270005,,CHEMBL1270005,6.68,False,http://www.openphacts.org/units/Nanomolar,965514,=,1,True,=,,Ki,nM,,210,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,210
,3524882,[],CHEMBL1273565,Displacement of [3H]SCH58261 from human recombinant A2A receptor expressed in HEK293 cells,B,BAO_0000192,BAO_0000219,cell-based format,COCCCn1c(NC(=O)c2cccc(Cl)c2)nc3cc(ccc13)C(=O)NCc4cccc(OC)c4,,,CHEMBL1268900,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '12.54', 'le': '0.24', 'lle': '1.44', 'sei': '6.73'}",CHEMBL1270006,,CHEMBL1270006,6.36,False,http://www.openphacts.org/units/Nanomolar,965515,=,1,True,=,,Ki,nM,,439,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,439
,3524883,[],CHEMBL1273565,Displacement of [3H]SCH58261 from human recombinant A2A receptor expressed in HEK293 cells,B,BAO_0000192,BAO_0000219,cell-based format,COCCCn1c(NC(=O)c2cccc(c2)C(F)(F)F)nc3cc(ccc13)C(=O)NCc4cccc(OC)c4,,,CHEMBL1268900,Bioorg. Med. Chem. Lett.,2010.0,,CHEMBL1270114,,CHEMBL1270114,,False,http://www.openphacts.org/units/Nanomolar,965643,>,1,True,>,,Ki,nM,,10000,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,10000
,3524884,[],CHEMBL1273565,Displacement of [3H]SCH58261 from human recombinant A2A receptor expressed in HEK293 cells,B,BAO_0000192,BAO_0000219,cell-based format,COCCCn1c(NC(=O)c2cccc(OC)c2)nc3cc(ccc13)C(=O)NCc4cccc(OC)c4,,,CHEMBL1268900,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '11.19', 'le': '0.21', 'lle': '1.35', 'sei': '5.42'}",CHEMBL1270221,,CHEMBL1270221,5.62,False,http://www.openphacts.org/units/Nanomolar,965766,=,1,True,=,,Ki,nM,,2380,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,2380
,3524885,[],CHEMBL1273565,Displacement of [3H]SCH58261 from human recombinant A2A receptor expressed in HEK293 cells,B,BAO_0000192,BAO_0000219,cell-based format,COCCCn1c(NC(=O)c2ccccc2Cl)nc3cc(ccc13)C(=O)NCc4cccc(OC)c4,,,CHEMBL1268900,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '10.51', 'le': '0.2', 'lle': '0.41', 'sei': '5.64'}",CHEMBL1270222,,CHEMBL1270222,5.33,False,http://www.openphacts.org/units/Nanomolar,965767,=,1,True,=,,Ki,nM,,4710,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,4710
,3524886,[],CHEMBL1273565,Displacement of [3H]SCH58261 from human recombinant A2A receptor expressed in HEK293 cells,B,BAO_0000192,BAO_0000219,cell-based format,COCCCn1c(NC(=O)c2ccc(cc2)C#N)nc3cc(ccc13)C(=O)NCc4cccc(OC)c4,,,CHEMBL1268900,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '11.61', 'le': '0.21', 'lle': '1.64', 'sei': '4.88'}",CHEMBL1270315,,CHEMBL1270315,5.78,False,http://www.openphacts.org/units/Nanomolar,965886,=,1,True,=,,Ki,nM,,1670,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,1670
,3524887,[],CHEMBL1273565,Displacement of [3H]SCH58261 from human recombinant A2A receptor expressed in HEK293 cells,B,BAO_0000192,BAO_0000219,cell-based format,CCCCNC(=O)c1ccc2c(c1)nc(NC(=O)c3cccc(c3)C#N)n2CCCOC,,,CHEMBL1268900,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '16.88', 'le': '0.31', 'lle': '3.59', 'sei': '6.71'}",CHEMBL1270316,,CHEMBL1270316,7.32,False,http://www.openphacts.org/units/Nanomolar,965887,=,1,True,=,,Ki,nM,,48,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,48
,3524890,[],CHEMBL1273565,Displacement of [3H]SCH58261 from human recombinant A2A receptor expressed in HEK293 cells,B,BAO_0000192,BAO_0000219,cell-based format,CCCCNC(=O)c1cnc2c(c1)nc(NC(=O)c3cccc(c3)C#N)n2CCCOC,,,CHEMBL1268900,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '17.03', 'le': '0.32', 'lle': '4.28', 'sei': '6.07'}",CHEMBL1270414,,CHEMBL1270414,7.4,False,http://www.openphacts.org/units/Nanomolar,966010,=,1,True,=,,Ki,nM,,40,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,40
,3524893,[],CHEMBL1273565,Displacement of [3H]SCH58261 from human recombinant A2A receptor expressed in HEK293 cells,B,BAO_0000192,BAO_0000219,cell-based format,COCCCn1c(NC(=O)c2cccc(c2)C#N)nc3cc(ccc13)C(=O)N4CCCCC4,,,CHEMBL1268900,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '16.43', 'le': '0.3', 'lle': '3.5', 'sei': '7.3'}",CHEMBL1270415,,CHEMBL1270415,7.32,False,http://www.openphacts.org/units/Nanomolar,966011,=,1,True,=,,Ki,nM,,48,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,48
,3524896,[],CHEMBL1273565,Displacement of [3H]SCH58261 from human recombinant A2A receptor expressed in HEK293 cells,B,BAO_0000192,BAO_0000219,cell-based format,COCCCn1c(NC(=O)c2cccc(c2)C#N)nc3cc(cnc13)C(=O)N4CCCCC4,,,CHEMBL1268900,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '17.96', 'le': '0.33', 'lle': '4.8', 'sei': '7.09'}",CHEMBL1270508,,CHEMBL1270508,8.02,False,http://www.openphacts.org/units/Nanomolar,966134,=,1,True,=,,Ki,nM,,9.6,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,9.6
,3524899,[],CHEMBL1273565,Displacement of [3H]SCH58261 from human recombinant A2A receptor expressed in HEK293 cells,B,BAO_0000192,BAO_0000219,cell-based format,COCCCn1c(NC(=O)c2cccc(c2)C#N)nc3cc(cnc13)C(=O)N,,,CHEMBL1268900,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '14.84', 'le': '0.27', 'lle': '3.92', 'sei': '4.13'}",CHEMBL1270509,,CHEMBL1270509,5.61,False,http://www.openphacts.org/units/Nanomolar,966135,=,1,True,=,,Ki,nM,,2430,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,2430
,3524901,[],CHEMBL1273565,Displacement of [3H]SCH58261 from human recombinant A2A receptor expressed in HEK293 cells,B,BAO_0000192,BAO_0000219,cell-based format,COCCCn1c(NC(=O)c2cccc(c2)C#N)nc3cc(cnc13)C(=O)N(C)C,,,CHEMBL1268900,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '17', 'le': '0.31', 'lle': '4.62', 'sei': '6.11'}",CHEMBL1270609,,CHEMBL1270609,6.91,False,http://www.openphacts.org/units/Nanomolar,966258,=,1,True,=,,Ki,nM,,123,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,123
,3524903,[],CHEMBL1273565,Displacement of [3H]SCH58261 from human recombinant A2A receptor expressed in HEK293 cells,B,BAO_0000192,BAO_0000219,cell-based format,CCN(C)C(=O)c1cnc2c(c1)nc(NC(=O)c3cccc(c3)C#N)n2CCCOC,,,CHEMBL1268900,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '18.08', 'le': '0.33', 'lle': '4.92', 'sei': '6.72'}",CHEMBL1270610,,CHEMBL1270610,7.6,False,http://www.openphacts.org/units/Nanomolar,966259,=,1,True,=,,Ki,nM,,25,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,25
,3524911,[],CHEMBL1273565,Displacement of [3H]SCH58261 from human recombinant A2A receptor expressed in HEK293 cells,B,BAO_0000192,BAO_0000219,cell-based format,CCN(CC)C(=O)c1cnc2c(c1)nc(NC(=O)c3cccc(c3)C#N)n2CCCOC,,,CHEMBL1268900,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '17.94', 'le': '0.33', 'lle': '4.73', 'sei': '6.89'}",CHEMBL1270708,,CHEMBL1270708,7.8,False,http://www.openphacts.org/units/Nanomolar,966380,=,1,True,=,,Ki,nM,,16,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,16
,3524913,[],CHEMBL1273565,Displacement of [3H]SCH58261 from human recombinant A2A receptor expressed in HEK293 cells,B,BAO_0000192,BAO_0000219,cell-based format,COCCCn1c(NC(=O)c2cccc(c2)C#N)nc3cc(cnc13)C(=O)N(C)C(C)C,,,CHEMBL1268900,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '18.15', 'le': '0.34', 'lle': '4.82', 'sei': '6.97'}",CHEMBL1270709,,CHEMBL1270709,7.89,False,http://www.openphacts.org/units/Nanomolar,966381,=,1,True,=,,Ki,nM,,13,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,13
,3524915,[],CHEMBL1273565,Displacement of [3H]SCH58261 from human recombinant A2A receptor expressed in HEK293 cells,B,BAO_0000192,BAO_0000219,cell-based format,COCCCn1c(NC(=O)c2cccc(c2)C#N)nc3cc(cnc13)C(=O)N4CCCC[C@H]4C,,,CHEMBL1268900,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '17.62', 'le': '0.33', 'lle': '4.5', 'sei': '7.17'}",CHEMBL1270813,,CHEMBL1270813,8.11,False,http://www.openphacts.org/units/Nanomolar,966500,=,1,True,=,,Ki,nM,,7.7,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,7.7
,3524917,[],CHEMBL1273565,Displacement of [3H]SCH58261 from human recombinant A2A receptor expressed in HEK293 cells,B,BAO_0000192,BAO_0000219,cell-based format,COCCCn1c(NC(=O)c2cccc(c2)C#N)nc3cc(cnc13)C(=O)N4CCCC[C@@H]4C,,,CHEMBL1268900,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '17.28', 'le': '0.32', 'lle': '4.35', 'sei': '7.03'}",CHEMBL1270814,,CHEMBL1270814,7.96,False,http://www.openphacts.org/units/Nanomolar,966501,=,1,True,=,,Ki,nM,,11,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,11
,3524919,[],CHEMBL1273565,Displacement of [3H]SCH58261 from human recombinant A2A receptor expressed in HEK293 cells,B,BAO_0000192,BAO_0000219,cell-based format,Cn1c(NC(=O)c2cccc(c2)C#N)nc3cc(cnc13)C(=O)N4CCCCC4,,,CHEMBL1268900,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '17.59', 'le': '0.32', 'lle': '4.11', 'sei': '6.58'}",CHEMBL1270916,,CHEMBL1270916,6.83,False,http://www.openphacts.org/units/Nanomolar,966620,=,1,True,=,,Ki,nM,,147,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,147
,3524921,[],CHEMBL1273565,Displacement of [3H]SCH58261 from human recombinant A2A receptor expressed in HEK293 cells,B,BAO_0000192,BAO_0000219,cell-based format,CCCCCn1c(NC(=O)c2cccc(c2)C#N)nc3cc(cnc13)C(=O)N4CCCCC4,,,CHEMBL1268900,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '13.6', 'le': '0.25', 'lle': '1.67', 'sei': '5.82'}",CHEMBL1270917,,CHEMBL1270917,6.04,False,http://www.openphacts.org/units/Nanomolar,966621,=,1,True,=,,Ki,nM,,904,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,904
,3524923,[],CHEMBL1273565,Displacement of [3H]SCH58261 from human recombinant A2A receptor expressed in HEK293 cells,B,BAO_0000192,BAO_0000219,cell-based format,OCCCn1c(NC(=O)c2cccc(c2)C#N)nc3cc(cnc13)C(=O)N4CCCCC4,,,CHEMBL1268900,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '16.86', 'le': '0.31', 'lle': '4.73', 'sei': '5.87'}",CHEMBL1271015,,CHEMBL1271015,7.29,False,http://www.openphacts.org/units/Nanomolar,966739,=,1,True,=,,Ki,nM,,51,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,51
,3524925,[],CHEMBL1273565,Displacement of [3H]SCH58261 from human recombinant A2A receptor expressed in HEK293 cells,B,BAO_0000192,BAO_0000219,cell-based format,O=C(Nc1nc2cc(cnc2n1C3CCOCC3)C(=O)N4CCCCC4)c5cccc(c5)C#N,,,CHEMBL1268900,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '14.72', 'le': '0.27', 'lle': '3.22', 'sei': '5.96'}",CHEMBL1271016,,CHEMBL1271016,6.75,False,http://www.openphacts.org/units/Nanomolar,966740,=,1,True,=,,Ki,nM,,179,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,179
,3524927,[],CHEMBL1273565,Displacement of [3H]SCH58261 from human recombinant A2A receptor expressed in HEK293 cells,B,BAO_0000192,BAO_0000219,cell-based format,CC(=O)NCCn1c(NC(=O)c2cccc(c2)C#N)nc3cc(cnc13)C(=O)N4CCCCC4,,,CHEMBL1268900,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '16.17', 'le': '0.3', 'lle': '5.11', 'sei': '5.59'}",CHEMBL1271120,,CHEMBL1271120,7.43,False,http://www.openphacts.org/units/Nanomolar,966859,=,1,True,=,,Ki,nM,,37,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,37
,3524929,[],CHEMBL1273565,Displacement of [3H]SCH58261 from human recombinant A2A receptor expressed in HEK293 cells,B,BAO_0000192,BAO_0000219,cell-based format,COc1cccc(c1)n2c(NC(=O)c3cccc(c3)C#N)nc4cc(cnc24)C(=O)N5CCCCC5,,,CHEMBL1268900,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '13.5', 'le': '0.25', 'lle': '2.31', 'sei': '5.73'}",CHEMBL1271432,,CHEMBL1271432,6.49,False,http://www.openphacts.org/units/Nanomolar,967213,=,1,True,=,,Ki,nM,,325,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,325
,3524931,[],CHEMBL1273565,Displacement of [3H]SCH58261 from human recombinant A2A receptor expressed in HEK293 cells,B,BAO_0000192,BAO_0000219,cell-based format,COc1ccc(Cn2c(NC(=O)c3cccc(c3)C#N)nc4cc(cnc24)C(=O)N5CCCCC5)cc1,,,CHEMBL1268900,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '11.96', 'le': '0.22', 'lle': '1.67', 'sei': '5.23'}",CHEMBL1271121,,CHEMBL1271121,5.91,False,http://www.openphacts.org/units/Nanomolar,966860,=,1,True,=,,Ki,nM,,1220,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,1220
,3524933,[],CHEMBL1273565,Displacement of [3H]SCH58261 from human recombinant A2A receptor expressed in HEK293 cells,B,BAO_0000192,BAO_0000219,cell-based format,Fc1ccc(Cn2c(NC(=O)c3cccc(c3)C#N)nc4cc(cnc24)C(=O)N5CCCCC5)cc1,,,CHEMBL1268900,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '11.58', 'le': '0.21', 'lle': '1.22', 'sei': '5.38'}",CHEMBL1271223,,CHEMBL1271223,5.59,False,http://www.openphacts.org/units/Nanomolar,966972,=,1,True,=,,Ki,nM,,2590,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,2590
,3524935,[],CHEMBL1273565,Displacement of [3H]SCH58261 from human recombinant A2A receptor expressed in HEK293 cells,B,BAO_0000192,BAO_0000219,cell-based format,O=C(Nc1nc2cc(cnc2n1Cc3cccnc3)C(=O)N4CCCCC4)c5cccc(c5)C#N,,,CHEMBL1268900,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '14.25', 'le': '0.26', 'lle': '3.01', 'sei': '5.68'}",CHEMBL1271224,,CHEMBL1271224,6.63,False,http://www.openphacts.org/units/Nanomolar,966973,=,1,True,=,,Ki,nM,,233,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,233
,3524937,[],CHEMBL1273565,Displacement of [3H]SCH58261 from human recombinant A2A receptor expressed in HEK293 cells,B,BAO_0000192,BAO_0000219,cell-based format,O=C(Nc1nc2cc(cnc2n1Cc3ccncc3)C(=O)N4CCCCC4)c5cccc(c5)C#N,,,CHEMBL1268900,Bioorg. Med. Chem. Lett.,2010.0,"{'bei': '16.02', 'le': '0.29', 'lle': '3.84', 'sei': '6.38'}",CHEMBL1271325,,CHEMBL1271325,7.46,False,http://www.openphacts.org/units/Nanomolar,967092,=,1,True,=,,Ki,nM,,35,CHEMBL251,Homo sapiens,Adenosine A2a receptor,9606,,,Ki,nM,UO_0000065,,35
